key,scenario_id,family,method,budget,model_key,model,selected_turn_ids,context_tokens,build_latency_s,summarized_turn_ids,stale_superseder_missing,context_precision,context_recall,context_f1,context_sufficiency,irrelevant_context_ratio,n_selected,n_evidence,n_distractors_selected,selected_turn_tokens,model_reported,input_tokens,output_tokens,answer_latency_s,stop_reason,usd,ts,checklist_score,all_required_satisfied,distractor_leakage,judge_model,judge_input_tokens,judge_output_tokens,method_label
ambiguous_reference_001|full_history|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,full_history,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0073,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,113,3.096,end_turn,0.003951,1789258380.039673,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1070,236,full_history
ambiguous_reference_001|sliding_window|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,sliding_window,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0071,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,104,3.261,end_turn,0.003816,1789258380.205175,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1061,236,sliding_window@2048
ambiguous_reference_001|sliding_window|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,sliding_window,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0072,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,160,4.207,end_turn,0.004656,1789258381.150562,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1117,284,sliding_window@1024
ambiguous_reference_001|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,rolling_summary,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0071,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,113,4.624,end_turn,0.003951,1789258381.567942,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1070,256,rolling_summary@1024
ambiguous_reference_001|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,semantic_retrieval,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.2667,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,104,3.209,end_turn,0.003816,1789258383.6832519,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1061,230,semantic_retrieval@1024
ambiguous_reference_001|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,semantic_retrieval,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0011,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,160,3.997,end_turn,0.004656,1789258385.1490402,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1117,288,semantic_retrieval@2048
ambiguous_reference_001|oracle_tree|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,oracle_tree,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",222,0.0003,[],[],1.0,1.0,1.0,1,0.0,2,2,0,222,claude-sonnet-4-6,346,122,3.699,end_turn,0.002868,1789258385.268068,0.6666666666666666,0,0,global.anthropic.claude-opus-4-6-v1,1079,313,oracle_tree
ambiguous_reference_001|oracle_dag|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,oracle_dag,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",222,0.0003,[],[],1.0,1.0,1.0,1,0.0,2,2,0,222,claude-sonnet-4-6,346,122,3.865,end_turn,0.002868,1789258387.549145,0.6666666666666666,0,0,global.anthropic.claude-opus-4-6-v1,1079,313,oracle_dag
ambiguous_reference_001|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,full_history,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0006,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.452,end_turn,0.001496,1789258387.603282,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,301,full_history
ambiguous_reference_001|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,sliding_window,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0013,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.484,end_turn,0.001496,1789258387.754267,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,299,sliding_window@1024
ambiguous_reference_001|rolling_summary|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_001,ambiguous_reference,rolling_summary,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",594,0.0008,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,claude-sonnet-4-6,752,104,9.555,end_turn,0.003816,1789258389.596559,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1061,234,rolling_summary@2048
ambiguous_reference_001|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,sliding_window,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0011,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.501,end_turn,0.001496,1789258390.052198,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,278,sliding_window@2048
ambiguous_reference_001|rolling_summary|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,rolling_summary,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0008,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.541,end_turn,0.001496,1789258390.1462138,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,290,rolling_summary@1024
ambiguous_reference_001|rolling_summary|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,rolling_summary,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0016,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.526,end_turn,0.001496,1789258390.2841,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,280,rolling_summary@2048
ambiguous_reference_001|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,semantic_retrieval,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.0013,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.481,end_turn,0.001496,1789258392.0805938,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,290,semantic_retrieval@1024
ambiguous_reference_001|oracle_tree|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,oracle_tree,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2']",222,0.0002,[],[],1.0,1.0,1.0,1,0.0,2,2,0,222,anthropic.claude-haiku-4-5-20251001-v1:0,345,130,2.001,end_turn,0.000995,1789258392.148143,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1087,241,oracle_tree
ambiguous_reference_001|oracle_dag|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,oracle_dag,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2']",222,0.0003,[],[],1.0,1.0,1.0,1,0.0,2,2,0,222,anthropic.claude-haiku-4-5-20251001-v1:0,345,130,1.995,end_turn,0.000995,1789258392.280462,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1087,241,oracle_dag
ambiguous_reference_001|semantic_retrieval|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_001,ambiguous_reference,semantic_retrieval,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",594,0.001,[],[],0.4,1.0,0.5714285714285715,1,0.6262626262626263,5,2,3,594,anthropic.claude-haiku-4-5-20251001-v1:0,751,149,2.479,end_turn,0.001496,1789258392.5331461,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1106,288,semantic_retrieval@2048
ambiguous_reference_002|sliding_window|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,sliding_window,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0021,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,153,3.795,end_turn,0.005055,1789258395.947774,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1257,246,sliding_window@1024
ambiguous_reference_002|full_history|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,full_history,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0008,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,153,3.891,end_turn,0.005055,1789258395.973471,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1257,246,full_history
ambiguous_reference_002|sliding_window|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,sliding_window,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0016,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,154,4.022,end_turn,0.00507,1789258396.305943,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1258,249,sliding_window@2048
ambiguous_reference_002|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,rolling_summary,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0015,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,154,6.603,end_turn,0.00507,1789258399.138411,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1258,249,rolling_summary@1024
ambiguous_reference_002|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,semantic_retrieval,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0016,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,163,8.956,end_turn,0.005205,1789258405.264954,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1267,246,semantic_retrieval@2048
ambiguous_reference_002|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,semantic_retrieval,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.1847,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,claude-sonnet-4-6,920,173,4.224,end_turn,0.005355,1789258412.3339798,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1277,245,semantic_retrieval@1024
ambiguous_reference_002|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,full_history,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0008,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,1.819,end_turn,0.001469,1789258414.155309,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,318,full_history
ambiguous_reference_002|oracle_dag|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,oracle_dag,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",237,0.0004,[],[],1.0,1.0,1.0,1,0.0,2,2,0,237,claude-sonnet-4-6,363,148,11.386,end_turn,0.003309,1789258416.652,0.3333333333333333,0,0,global.anthropic.claude-opus-4-6-v1,1252,276,oracle_dag
ambiguous_reference_002|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,sliding_window,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0013,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,3.041,end_turn,0.001469,1789258417.198999,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,313,sliding_window@1024
ambiguous_reference_002|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,sliding_window,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0015,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,1.779,end_turn,0.001469,1789258418.4339871,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,313,sliding_window@2048
ambiguous_reference_002|rolling_summary|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,rolling_summary,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0013,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,1.865,end_turn,0.001469,1789258419.066988,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,318,rolling_summary@1024
ambiguous_reference_002|rolling_summary|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,rolling_summary,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0015,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,1.746,end_turn,0.001469,1789258420.182894,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,299,rolling_summary@2048
ambiguous_reference_002|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,semantic_retrieval,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0015,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,1.802,end_turn,0.001469,1789258420.872277,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,310,semantic_retrieval@1024
ambiguous_reference_002|oracle_tree|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,oracle_tree,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2']",237,0.0003,[],[],1.0,1.0,1.0,1,0.0,2,2,0,237,anthropic.claude-haiku-4-5-20251001-v1:0,362,169,3.236,end_turn,0.001207,1789258424.10892,0.3333333333333333,0,0,global.anthropic.claude-opus-4-6-v1,1273,231,oracle_tree
ambiguous_reference_002|oracle_tree|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_002,ambiguous_reference,oracle_tree,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",237,0.0005,[],[],1.0,1.0,1.0,1,0.0,2,2,0,237,claude-sonnet-4-6,363,148,13.026,end_turn,0.003309,1789258424.937664,0.3333333333333333,0,0,global.anthropic.claude-opus-4-6-v1,1252,277,oracle_tree
ambiguous_reference_003|full_history|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,full_history,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0009,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,133,4.399,end_turn,0.004506,1789258429.339297,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1102,291,full_history
ambiguous_reference_002|oracle_dag|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,oracle_dag,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2']",237,0.0004,[],[],1.0,1.0,1.0,1,0.0,2,2,0,237,anthropic.claude-haiku-4-5-20251001-v1:0,362,169,7.139,end_turn,0.001207,1789258431.249224,0.3333333333333333,0,0,global.anthropic.claude-opus-4-6-v1,1273,230,oracle_dag
ambiguous_reference_003|sliding_window|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,sliding_window,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0016,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,133,3.222,end_turn,0.004506,1789258434.47469,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1102,323,sliding_window@2048
ambiguous_reference_002|semantic_retrieval|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_002,ambiguous_reference,semantic_retrieval,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6']",732,0.0017,[],[],0.3333333333333333,1.0,0.5,1,0.6762295081967213,6,2,4,732,anthropic.claude-haiku-4-5-20251001-v1:0,919,110,2.889,end_turn,0.001469,1789258435.473989,0.3333333333333333,0,1,global.anthropic.claude-opus-4-6-v1,1214,299,semantic_retrieval@2048
ambiguous_reference_003|rolling_summary|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,rolling_summary,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0017,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,149,5.904,end_turn,0.004746,1789258441.381418,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1118,296,rolling_summary@2048
ambiguous_reference_003|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,rolling_summary,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0014,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,137,12.165,end_turn,0.004566,1789258446.642263,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1106,295,rolling_summary@1024
ambiguous_reference_003|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,semantic_retrieval,2048.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0015,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,157,6.24,end_turn,0.004866,1789258452.8856168,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1126,305,semantic_retrieval@2048
ambiguous_reference_003|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,semantic_retrieval,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.1712,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,137,5.838,end_turn,0.004566,1789258460.010693,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1106,308,semantic_retrieval@1024
ambiguous_reference_003|oracle_tree|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,oracle_tree,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",270,0.0007,[],[],1.0,1.0,1.0,1,0.0,2,2,0,270,claude-sonnet-4-6,402,125,11.84,end_turn,0.003081,1789258464.7274408,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1094,234,oracle_tree
ambiguous_reference_003|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,full_history,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.001,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.811,end_turn,0.001421,1789258466.540864,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,379,full_history
ambiguous_reference_003|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,sliding_window,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.001,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.857,end_turn,0.001421,1789258468.399786,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,377,sliding_window@1024
ambiguous_reference_003|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,sliding_window,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.0012,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.795,end_turn,0.001421,1789258470.197769,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,380,sliding_window@2048
ambiguous_reference_003|oracle_dag|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,oracle_dag,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2']",270,0.0005,[],[],1.0,1.0,1.0,1,0.0,2,2,0,270,claude-sonnet-4-6,402,117,11.794,end_turn,0.002961,1789258471.8068569,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1086,263,oracle_dag
ambiguous_reference_003|rolling_summary|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,rolling_summary,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.0013,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.828,end_turn,0.001421,1789258472.0289202,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,380,rolling_summary@1024
ambiguous_reference_003|rolling_summary|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,rolling_summary,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.0013,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.797,end_turn,0.001421,1789258473.606616,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,377,rolling_summary@2048
ambiguous_reference_003|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,semantic_retrieval,1024.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.0011,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,1.836,end_turn,0.001421,1789258473.866858,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,380,semantic_retrieval@1024
ambiguous_reference_003|semantic_retrieval|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,semantic_retrieval,2048.0,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5']",656,0.0017,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,anthropic.claude-haiku-4-5-20251001-v1:0,836,117,4.471,end_turn,0.001421,1789258478.08058,0.75,0,1,global.anthropic.claude-opus-4-6-v1,1086,377,semantic_retrieval@2048
ambiguous_reference_004|full_history|-|us.anthropic.claude-sonnet-4-6,ambiguous_reference_004,ambiguous_reference,full_history,,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",796,0.0018,[],[],0.4,1.0,0.5714285714285715,1,0.6206030150753769,5,2,3,796,claude-sonnet-4-6,1012,39,1.999,end_turn,0.003621,1789258480.9417741,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1160,378,full_history
ambiguous_reference_003|sliding_window|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_003,ambiguous_reference,sliding_window,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",656,0.0015,[],[],0.4,1.0,0.5714285714285715,1,0.5884146341463414,5,2,3,656,claude-sonnet-4-6,837,137,3.385,end_turn,0.004566,1789258482.840491,1.0,1,1,global.anthropic.claude-opus-4-6-v1,1106,296,sliding_window@1024
ambiguous_reference_003|oracle_tree|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,ambiguous_reference_003,ambiguous_reference,oracle_tree,,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2']",270,0.0004,[],[],1.0,1.0,1.0,1,0.0,2,2,0,270,anthropic.claude-haiku-4-5-20251001-v1:0,401,121,10.456,end_turn,0.001006,1789258484.324112,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1090,264,oracle_tree
ambiguous_reference_004|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,ambiguous_reference_004,ambiguous_reference,rolling_summary,1024.0,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5']",796,0.0021,[],[],0.4,1.0,0.5714285714285715,1,0.6206030150753769,5,2,3,796,claude-sonnet-4-6,1012,39,2.544,end_turn,0.003621,1789258486.871624,1.0,1,0,global.anthropic.claude-opus-4-6-v1,1160,377,rolling_summary@1024
