model,judge,a,b,n,families,pooled_models,q_diff,q_ci_low,q_ci_high,p_noninferior,noninferior_ci,tok_diff,tok_diff_ci_low,tok_diff_ci_high,tok_ratio,tok_ratio_ci_low,tok_ratio_ci_high,family,within_noise_floor
response_a,llama,candidate_oracle@15,rolling_summary@2048,8,new_root,,0.0625,-0.0833,0.2292,0.1455,False,-939.875,-1080.4,-801.7312,0.0,0.0,0.0,new_root,True
response_a,llama,candidate_oracle@15,rolling_summary@2048,15,resume,,0.0167,-0.0333,0.0667,0.0695,False,-620.4667,-727.5817,-526.9967,0.4028,0.3616,0.4453,resume,True
response_a,llama,candidate_oracle@15,rolling_summary@2048,12,semantic_decoy,,0.0,-0.0625,0.0625,0.1255,False,-497.8333,-570.3333,-420.9792,0.5106,0.4827,0.5373,semantic_decoy,True
response_a,llama,candidate_oracle@15,rolling_summary@2048,8,three_way_join,,0.1562,0.0,0.375,0.0,True,-163.0,-231.2531,-97.75,0.8217,0.7552,0.891,three_way_join,False
response_a,llama,candidate_oracle@15,rolling_summary@2048,10,topic_fork,,-0.1,-0.275,0.0,0.7625,False,-341.6,-416.3125,-272.8925,0.6896,0.647,0.7329,topic_fork,False
response_a,llama,candidate_oracle@15,rolling_summary@2048,15,two_branch_join,,-0.0067,-0.0667,0.0636,0.272,False,-198.5333,-239.0017,-155.665,0.7745,0.7362,0.8161,two_branch_join,True
response_a,llama,candidate_oracle@15,full_history,8,ambiguous_reference,,0.1562,0.0,0.4062,0.0,True,-420.25,-482.1281,-363.125,0.3776,0.3463,0.4098,ambiguous_reference,False
response_a,llama,candidate_oracle@15,full_history,15,compound_turn,,-0.15,-0.3001,0.0111,0.928,False,-444.8,-515.7433,-377.4667,0.5771,0.536,0.6223,compound_turn,False
response_a,llama,candidate_oracle@15,full_history,12,constraint_retention,,0.0833,0.0,0.2222,0.0,True,-2538.1667,-2782.9458,-2315.4813,0.0874,0.0821,0.0936,constraint_retention,False
response_a,llama,candidate_oracle@15,full_history,10,continuation,,0.05,0.0,0.15,0.0,True,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_a,llama,candidate_oracle@15,full_history,10,join_then_split,,0.0,-0.1,0.1,0.225,False,-538.2,-580.9025,-494.8,0.3494,0.3265,0.3762,join_then_split,True
response_a,llama,candidate_oracle@15,full_history,12,knowledge_update,,0.0,0.0,0.0,0.0,True,-2087.0833,-2306.0854,-1870.1667,0.1291,0.1158,0.1451,knowledge_update,True
response_a,llama,candidate_oracle@15,full_history,10,long_noisy_side_thread,,-0.025,-0.075,0.0,0.2745,False,-4871.6,-5392.0225,-4335.3975,0.0626,0.059,0.0669,long_noisy_side_thread,True
response_a,llama,candidate_oracle@15,full_history,8,new_root,,0.1458,0.0417,0.2917,0.0,True,-939.875,-1076.875,-805.8688,0.0,0.0,0.0,new_root,False
response_a,llama,candidate_oracle@15,full_history,15,resume,,-0.0056,-0.0778,0.0667,0.2205,False,-620.4667,-720.9617,-523.6,0.4028,0.3616,0.4476,resume,True
response_a,llama,candidate_oracle@15,full_history,12,semantic_decoy,,0.0417,-0.0417,0.1458,0.0545,False,-497.8333,-568.4333,-415.8271,0.5106,0.4829,0.5387,semantic_decoy,True
response_a,llama,candidate_oracle@15,full_history,8,three_way_join,,0.1562,0.0,0.375,0.0,True,-163.0,-225.875,-97.1094,0.8217,0.7545,0.892,three_way_join,False
response_a,llama,candidate_oracle@15,full_history,10,topic_fork,,-0.05,-0.225,0.075,0.5615,False,-341.6,-408.305,-274.4975,0.6896,0.6485,0.734,topic_fork,True
response_a,llama,candidate_oracle@15,full_history,15,two_branch_join,,-0.0333,-0.0833,0.0,0.6075,False,-198.5333,-239.005,-154.9283,0.7745,0.7337,0.8175,two_branch_join,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,8,ambiguous_reference,,0.2083,0.0417,0.4583,0.0,True,-420.25,-483.0031,-367.2406,0.3776,0.3459,0.4093,ambiguous_reference,False
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,15,compound_turn,,-0.0556,-0.1667,0.0333,0.667,False,-319.9333,-370.0667,-267.3917,0.6548,0.6103,0.7019,compound_turn,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,12,constraint_retention,,0.0208,0.0,0.0625,0.0,True,-741.25,-775.1812,-703.7375,0.2469,0.2246,0.2733,constraint_retention,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,10,continuation,,0.05,0.0,0.15,0.0,True,14.2,0.0,42.6,1.0175,1.0,1.0519,continuation,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,10,join_then_split,,0.025,-0.05,0.1,0.07,False,-538.2,-581.7,-495.5,0.3494,0.3254,0.3759,join_then_split,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,12,knowledge_update,,-0.0556,-0.1667,0.0,0.6535,False,-678.1667,-712.75,-639.5792,0.3132,0.2886,0.3417,knowledge_update,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,10,long_noisy_side_thread,,-0.0167,-0.175,0.1,0.407,False,-656.6,-699.0025,-611.895,0.3314,0.301,0.3641,long_noisy_side_thread,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,8,new_root,,0.3542,0.0833,0.6146,0.0055,True,-858.0,-940.5,-779.7438,0.0,0.0,0.0,new_root,False
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,15,resume,,-0.0778,-0.1944,0.0278,0.8015,False,-495.4667,-541.1383,-453.1983,0.4579,0.4033,0.5082,resume,False
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,12,semantic_decoy,,-0.0278,-0.1875,0.1458,0.4875,False,-351.6667,-410.1688,-292.6604,0.5962,0.5358,0.6605,semantic_decoy,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,8,three_way_join,,0.0,-0.0938,0.0938,0.353,False,-122.5,-188.6562,-56.5,0.8598,0.7776,0.938,three_way_join,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,10,topic_fork,,0.025,-0.075,0.15,0.1545,False,-192.2,-252.5075,-134.1925,0.7979,0.7348,0.858,topic_fork,True
response_b,llama,candidate_oracle@15,semantic_retrieval@1024,15,two_branch_join,,-0.0022,-0.0834,0.0833,0.248,False,-173.6667,-218.4,-133.4617,0.797,0.7499,0.8415,two_branch_join,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,8,ambiguous_reference,,0.1667,0.0,0.4167,0.0,True,-420.25,-482.25,-366.6219,0.3776,0.3452,0.4098,ambiguous_reference,False
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,15,compound_turn,,-0.0611,-0.1667,0.0222,0.729,False,-444.8,-514.0017,-377.265,0.5771,0.5376,0.6191,compound_turn,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,12,constraint_retention,,0.0,-0.0833,0.0833,0.1285,False,-1764.4167,-1790.4208,-1732.8312,0.1211,0.1114,0.1318,constraint_retention,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,10,continuation,,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,10,join_then_split,,0.0583,-0.075,0.2083,0.093,False,-538.2,-583.5,-495.2975,0.3494,0.3248,0.3755,join_then_split,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,12,knowledge_update,,-0.0764,-0.1875,0.0,0.7545,False,-1661.5,-1709.8417,-1602.9104,0.1569,0.1461,0.1684,knowledge_update,False
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,10,long_noisy_side_thread,,-0.0917,-0.225,0.0,0.749,False,-1672.6,-1705.7025,-1635.6975,0.1629,0.15,0.1769,long_noisy_side_thread,False
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,8,new_root,,0.3542,0.1354,0.5732,0.0,True,-939.875,-1074.75,-794.9906,0.0,0.0,0.0,new_root,False
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,15,resume,,-0.0778,-0.1944,0.0224,0.8075,False,-620.4667,-732.5417,-523.3267,0.4028,0.3607,0.4505,resume,False
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,12,semantic_decoy,,-0.0069,-0.1667,0.1667,0.4015,False,-497.8333,-574.1667,-424.4917,0.5106,0.4836,0.5358,semantic_decoy,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,8,three_way_join,,0.0,-0.0938,0.0938,0.3365,False,-163.0,-229.1281,-94.625,0.8217,0.7551,0.8934,three_way_join,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,10,topic_fork,,0.05,0.0,0.125,0.0,True,-341.6,-410.21,-275.9975,0.6896,0.6508,0.7309,topic_fork,True
response_b,llama,candidate_oracle@15,semantic_retrieval@2048,15,two_branch_join,,-0.0056,-0.0833,0.0667,0.2375,False,-198.5333,-237.335,-152.5283,0.7745,0.7359,0.8191,two_branch_join,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,8,ambiguous_reference,,0.1667,0.0,0.4167,0.0,True,-420.25,-479.8781,-365.7375,0.3776,0.3471,0.4086,ambiguous_reference,False
response_b,llama,candidate_oracle@15,rolling_summary@1024,15,compound_turn,,-0.0944,-0.2111,0.0,0.928,False,-393.5333,-449.135,-341.73,0.6067,0.5634,0.648,compound_turn,False
response_b,llama,candidate_oracle@15,rolling_summary@1024,12,constraint_retention,,0.0278,0.0,0.0833,0.0,True,-1003.5833,-1044.3333,-961.5771,0.1949,0.1775,0.2139,constraint_retention,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,10,continuation,,0.0,0.0,0.0,0.0,True,-0.8,-2.4,0.0,0.999,0.9972,1.0,continuation,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,10,join_then_split,,0.0333,-0.075,0.1583,0.133,False,-538.2,-581.3025,-495.7925,0.3494,0.3258,0.3753,join_then_split,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,12,knowledge_update,,0.0139,-0.0833,0.125,0.129,False,-891.1667,-927.0833,-852.3229,0.2576,0.2378,0.2798,knowledge_update,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,10,long_noisy_side_thread,,-0.0583,-0.1833,0.1,0.6705,False,-952.9,-993.605,-904.1975,0.2546,0.2348,0.276,long_noisy_side_thread,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,8,new_root,,0.2604,0.0833,0.4792,0.0,True,-936.375,-1070.5062,-799.6125,0.0,0.0,0.0,new_root,False
response_b,llama,candidate_oracle@15,rolling_summary@1024,15,resume,,-0.0667,-0.2,0.05,0.717,False,-543.7333,-600.2817,-491.2,0.4349,0.3855,0.4784,resume,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,12,semantic_decoy,,-0.0278,-0.1736,0.1597,0.4895,False,-440.5833,-494.775,-378.8167,0.541,0.5009,0.5817,semantic_decoy,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,8,three_way_join,,0.0,-0.0938,0.0938,0.369,False,-156.5,-215.6281,-96.125,0.8276,0.7642,0.8936,three_way_join,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,10,topic_fork,,-0.025,-0.1,0.05,0.3755,False,-265.1,-317.0025,-218.3925,0.7411,0.6922,0.7839,topic_fork,True
response_b,llama,candidate_oracle@15,rolling_summary@1024,15,two_branch_join,,0.0111,-0.0722,0.0944,0.1505,False,-197.0,-239.2683,-154.465,0.7758,0.7349,0.8179,two_branch_join,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,8,ambiguous_reference,,0.2083,0.0417,0.4583,0.0,True,-420.25,-483.6312,-366.4906,0.3776,0.3476,0.4093,ambiguous_reference,False
response_b,llama,candidate_oracle@15,rolling_summary@2048,15,compound_turn,,-0.0611,-0.1667,0.0167,0.712,False,-444.8,-513.0033,-379.665,0.5771,0.535,0.6198,compound_turn,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,12,constraint_retention,,0.0278,0.0,0.0833,0.0,True,-1951.0,-1981.4167,-1919.9917,0.1108,0.103,0.1192,constraint_retention,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,10,continuation,,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,10,join_then_split,,0.0583,-0.05,0.1583,0.0325,False,-538.2,-580.7125,-495.48,0.3494,0.3261,0.3748,join_then_split,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,12,knowledge_update,,-0.0556,-0.1667,0.0,0.6435,False,-1790.75,-1864.0854,-1703.6646,0.1473,0.1361,0.1586,knowledge_update,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,10,long_noisy_side_thread,,-0.0917,-0.2583,0.05,0.769,False,-1970.5,-2002.2025,-1936.5,0.1417,0.132,0.1519,long_noisy_side_thread,False
response_b,llama,candidate_oracle@15,rolling_summary@2048,8,new_root,,0.3542,0.125,0.5729,0.0,True,-939.875,-1076.1312,-807.3688,0.0,0.0,0.0,new_root,False
response_b,llama,candidate_oracle@15,rolling_summary@2048,15,resume,,-0.0778,-0.2,0.0222,0.8175,False,-620.4667,-718.275,-523.5983,0.4028,0.3616,0.4475,resume,False
response_b,llama,candidate_oracle@15,rolling_summary@2048,12,semantic_decoy,,-0.0069,-0.1528,0.1667,0.3835,False,-497.8333,-569.175,-416.9167,0.5106,0.4812,0.5376,semantic_decoy,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,8,three_way_join,,0.0,-0.0938,0.0938,0.339,False,-163.0,-229.1281,-95.6063,0.8217,0.759,0.8924,three_way_join,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,10,topic_fork,,0.05,0.0,0.125,0.0,True,-341.6,-411.4125,-273.165,0.6896,0.6489,0.7336,topic_fork,True
response_b,llama,candidate_oracle@15,rolling_summary@2048,15,two_branch_join,,-0.0056,-0.0778,0.0667,0.247,False,-198.5333,-239.07,-154.8617,0.7745,0.7346,0.8172,two_branch_join,True
response_b,llama,candidate_oracle@15,full_history,8,ambiguous_reference,,0.2083,0.0417,0.5,0.0,True,-420.25,-478.7625,-366.875,0.3776,0.3483,0.4087,ambiguous_reference,False
response_b,llama,candidate_oracle@15,full_history,15,compound_turn,,-0.0611,-0.1667,0.0333,0.7125,False,-444.8,-513.07,-373.665,0.5771,0.5356,0.6234,compound_turn,True
response_b,llama,candidate_oracle@15,full_history,12,constraint_retention,,0.0,0.0,0.0,0.0,True,-2538.1667,-2788.9854,-2310.6229,0.0874,0.082,0.0936,constraint_retention,True
response_b,llama,candidate_oracle@15,full_history,10,continuation,,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_b,llama,candidate_oracle@15,full_history,10,join_then_split,,0.0333,-0.075,0.15,0.1245,False,-538.2,-583.7025,-495.6,0.3494,0.3253,0.3749,join_then_split,True
response_b,llama,candidate_oracle@15,full_history,12,knowledge_update,,0.0278,-0.1667,0.25,0.2865,False,-2087.0833,-2307.2979,-1881.0812,0.1291,0.1161,0.1454,knowledge_update,True
response_b,llama,candidate_oracle@15,full_history,10,long_noisy_side_thread,,-0.0417,-0.225,0.1,0.5315,False,-4871.6,-5375.11,-4356.5725,0.0626,0.059,0.0669,long_noisy_side_thread,True
response_b,llama,candidate_oracle@15,full_history,8,new_root,,0.3542,0.1354,0.5729,0.0,True,-939.875,-1079.9,-800.6,0.0,0.0,0.0,new_root,False
response_b,llama,candidate_oracle@15,full_history,15,resume,,-0.1,-0.2111,-0.0167,0.9555,False,-620.4667,-725.27,-529.2633,0.4028,0.3605,0.449,resume,False
response_b,llama,candidate_oracle@15,full_history,12,semantic_decoy,,0.0208,-0.125,0.1875,0.255,False,-497.8333,-570.3417,-421.9917,0.5106,0.4814,0.537,semantic_decoy,True
response_b,llama,candidate_oracle@15,full_history,8,three_way_join,,0.0,-0.0938,0.0938,0.361,False,-163.0,-228.875,-99.5,0.8217,0.7546,0.8897,three_way_join,True
response_b,llama,candidate_oracle@15,full_history,10,topic_fork,,0.05,0.0,0.125,0.0,True,-341.6,-413.1175,-270.695,0.6896,0.6492,0.7341,topic_fork,True
response_b,llama,candidate_oracle@15,full_history,15,two_branch_join,,-0.0056,-0.0778,0.0667,0.2295,False,-198.5333,-239.6767,-154.1983,0.7745,0.7348,0.8175,two_branch_join,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,8,ambiguous_reference,,0.4062,0.1458,0.7083,0.0,True,-420.25,-483.2562,-366.75,0.3776,0.3475,0.4093,ambiguous_reference,False
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,15,compound_turn,,0.0,-0.0833,0.0833,0.2725,False,-319.9333,-369.4683,-270.865,0.6548,0.6092,0.7004,compound_turn,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,12,constraint_retention,,-0.0278,-0.1111,0.0556,0.378,False,-741.25,-776.5146,-706.25,0.2469,0.2231,0.2713,constraint_retention,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,10,continuation,,0.0,-0.075,0.075,0.1205,False,14.2,0.0,42.6,1.0175,1.0,1.052,continuation,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,10,join_then_split,,0.05,0.0,0.125,0.0,True,-538.2,-581.4075,-494.6825,0.3494,0.3256,0.3758,join_then_split,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,12,knowledge_update,,-0.0764,-0.1875,0.0,0.751,False,-678.1667,-714.5833,-638.0,0.3132,0.2877,0.3416,knowledge_update,False
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,10,long_noisy_side_thread,,-0.025,-0.075,0.0,0.27,False,-656.6,-696.7025,-612.7875,0.3314,0.3025,0.3619,long_noisy_side_thread,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,8,new_root,,0.1979,-0.0315,0.4375,0.0255,False,-858.0,-939.75,-779.2438,0.0,0.0,0.0,new_root,False
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,15,resume,,-0.0167,-0.1,0.05,0.398,False,-495.4667,-539.735,-451.0633,0.4579,0.4051,0.5092,resume,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,12,semantic_decoy,,0.0,-0.0625,0.0625,0.1275,False,-351.6667,-409.6708,-291.575,0.5962,0.5344,0.6609,semantic_decoy,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,8,three_way_join,,-0.0625,-0.1562,0.0625,0.797,False,-122.5,-186.1438,-60.1188,0.8598,0.7841,0.9326,three_way_join,True
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,10,topic_fork,,0.1,0.0,0.225,0.0,True,-192.2,-249.9,-133.7,0.7979,0.7366,0.8583,topic_fork,False
response_c,llama,candidate_oracle@15,semantic_retrieval@1024,15,two_branch_join,,0.06,-0.0833,0.2167,0.112,False,-173.6667,-219.2717,-132.5983,0.797,0.7481,0.8428,two_branch_join,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,8,ambiguous_reference,,0.2604,0.0625,0.5,0.0,True,-420.25,-480.7562,-364.8719,0.3776,0.3475,0.4096,ambiguous_reference,False
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,15,compound_turn,,0.1111,-0.0167,0.239,0.0125,True,-444.8,-514.6033,-376.6633,0.5771,0.5363,0.6211,compound_turn,False
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,12,constraint_retention,,-0.1111,-0.1944,-0.0278,0.94,False,-1764.4167,-1791.4167,-1732.9958,0.1211,0.1113,0.1317,constraint_retention,False
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,10,continuation,,0.0,-0.075,0.075,0.1415,False,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,10,join_then_split,,0.05,-0.05,0.15,0.0385,False,-538.2,-582.5025,-496.49,0.3494,0.3254,0.3755,join_then_split,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,12,knowledge_update,,-0.0764,-0.2083,0.0,0.7385,False,-1661.5,-1709.8375,-1606.2458,0.1569,0.1453,0.1682,knowledge_update,False
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,10,long_noisy_side_thread,,0.0083,-0.075,0.1,0.133,False,-1672.6,-1705.6025,-1635.8,0.1629,0.1503,0.1762,long_noisy_side_thread,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,8,new_root,,0.1979,-0.0003,0.375,0.0145,True,-939.875,-1074.625,-801.375,0.0,0.0,0.0,new_root,False
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,15,resume,,0.0056,-0.0833,0.0833,0.1995,False,-620.4667,-724.2667,-526.375,0.4028,0.3581,0.447,resume,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,12,semantic_decoy,,0.0208,-0.0417,0.0833,0.061,False,-497.8333,-570.5917,-421.8312,0.5106,0.4835,0.5374,semantic_decoy,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,8,three_way_join,,0.0312,-0.0938,0.1875,0.27,False,-163.0,-232.1344,-93.9969,0.8217,0.7542,0.8943,three_way_join,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,10,topic_fork,,0.0,-0.075,0.075,0.1365,False,-341.6,-410.7025,-273.7975,0.6896,0.6483,0.7324,topic_fork,True
response_c,llama,candidate_oracle@15,semantic_retrieval@2048,15,two_branch_join,,-0.0167,-0.1,0.05,0.4035,False,-198.5333,-237.8667,-154.9967,0.7745,0.7369,0.8179,two_branch_join,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,8,ambiguous_reference,,0.4062,0.0938,0.6875,0.0,True,-420.25,-483.1281,-364.7406,0.3776,0.347,0.4095,ambiguous_reference,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,15,compound_turn,,0.05,-0.05,0.1667,0.099,False,-404.7333,-463.205,-352.1333,0.6,0.5565,0.64,compound_turn,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,12,constraint_retention,,-0.1389,-0.2222,-0.0556,0.988,False,-1053.3333,-1096.5021,-1009.7479,0.1875,0.1716,0.2047,constraint_retention,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,10,continuation,,0.0,-0.075,0.075,0.1285,False,-2.1,-6.3,0.0,0.9975,0.9928,1.0,continuation,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,10,join_then_split,,0.05,-0.05,0.175,0.0585,False,-538.2,-581.4,-495.8925,0.3494,0.3264,0.3762,join_then_split,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,12,knowledge_update,,-0.0764,-0.1875,0.0,0.7545,False,-925.3333,-961.6688,-890.5833,0.2505,0.2326,0.2699,knowledge_update,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,10,long_noisy_side_thread,,0.025,0.0,0.075,0.0,True,-1017.2,-1066.8025,-963.1,0.2424,0.224,0.2615,long_noisy_side_thread,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,8,new_root,,0.1146,-0.0625,0.3229,0.076,False,-931.375,-1049.0031,-801.35,0.0,0.0,0.0,new_root,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,15,resume,,-0.0222,-0.1278,0.0833,0.4385,False,-552.4,-608.2733,-498.1233,0.4311,0.3856,0.4752,resume,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,12,semantic_decoy,,-0.0417,-0.1042,0.0,0.611,False,-458.3333,-522.3417,-390.1646,0.5312,0.4913,0.571,semantic_decoy,True
response_c,llama,candidate_oracle@15,rolling_summary@1024,8,three_way_join,,-0.125,-0.2188,-0.0312,0.9955,False,-155.75,-215.5,-95.7469,0.8283,0.7649,0.8945,three_way_join,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,10,topic_fork,,0.125,0.05,0.2,0.0,True,-273.0,-327.915,-226.695,0.7355,0.6842,0.7773,topic_fork,False
response_c,llama,candidate_oracle@15,rolling_summary@1024,15,two_branch_join,,-0.0278,-0.1167,0.05,0.4565,False,-199.9333,-239.345,-155.0617,0.7732,0.7333,0.8156,two_branch_join,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,8,ambiguous_reference,,0.1979,0.0,0.4583,0.0,True,-420.25,-483.6312,-366.3719,0.3776,0.3444,0.4089,ambiguous_reference,False
response_c,llama,candidate_oracle@15,rolling_summary@2048,15,compound_turn,,0.0056,-0.0667,0.0778,0.18,False,-444.8,-519.8183,-378.3183,0.5771,0.5348,0.6212,compound_turn,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,12,constraint_retention,,-0.1111,-0.1944,-0.0278,0.9455,False,-1991.3333,-2027.6667,-1954.9979,0.1088,0.101,0.117,constraint_retention,False
response_c,llama,candidate_oracle@15,rolling_summary@2048,10,continuation,,0.0,-0.075,0.075,0.153,False,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,10,join_then_split,,0.025,0.0,0.075,0.0,True,-538.2,-581.5,-493.1825,0.3494,0.325,0.3766,join_then_split,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,12,knowledge_update,,-0.0764,-0.2083,0.0,0.747,False,-1803.9167,-1886.1812,-1705.4688,0.1463,0.1352,0.158,knowledge_update,False
response_c,llama,candidate_oracle@15,rolling_summary@2048,10,long_noisy_side_thread,,0.0,-0.075,0.075,0.1285,False,-2016.3,-2045.705,-1983.8925,0.139,0.1294,0.1483,long_noisy_side_thread,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,8,new_root,,0.0729,-0.0833,0.2086,0.0835,False,-939.875,-1080.6375,-796.4906,0.0,0.0,0.0,new_root,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,15,resume,,0.0167,-0.0833,0.1167,0.212,False,-620.4667,-724.5017,-526.3217,0.4028,0.3598,0.4505,resume,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,12,semantic_decoy,,-0.0417,-0.125,0.0417,0.595,False,-497.8333,-568.6687,-422.3063,0.5106,0.4826,0.5368,semantic_decoy,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,8,three_way_join,,0.0625,-0.0625,0.2188,0.1245,False,-163.0,-228.5031,-99.5,0.8217,0.7549,0.888,three_way_join,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,10,topic_fork,,0.025,-0.05,0.1,0.065,False,-341.6,-409.705,-276.49,0.6896,0.6508,0.7321,topic_fork,True
response_c,llama,candidate_oracle@15,rolling_summary@2048,15,two_branch_join,,0.0333,-0.0667,0.1333,0.1215,False,-198.5333,-240.5483,-151.9283,0.7745,0.7326,0.8192,two_branch_join,True
response_c,llama,candidate_oracle@15,full_history,8,ambiguous_reference,,0.375,0.125,0.625,0.0,True,-420.25,-483.0031,-366.7469,0.3776,0.3444,0.4093,ambiguous_reference,False
response_c,llama,candidate_oracle@15,full_history,15,compound_turn,,0.0556,-0.0167,0.1278,0.0115,True,-444.8,-512.61,-378.6583,0.5771,0.5352,0.6196,compound_turn,True
response_c,llama,candidate_oracle@15,full_history,12,constraint_retention,,-0.1111,-0.1944,-0.0278,0.9425,False,-2538.1667,-2778.5042,-2322.9729,0.0874,0.0819,0.0935,constraint_retention,False
response_c,llama,candidate_oracle@15,full_history,10,continuation,,-0.025,-0.075,0.0,0.2515,False,0.0,0.0,0.0,1.0,1.0,1.0,continuation,True
response_c,llama,candidate_oracle@15,full_history,10,join_then_split,,0.025,-0.1,0.15,0.169,False,-538.2,-584.8,-497.2,0.3494,0.3246,0.3741,join_then_split,True
response_c,llama,candidate_oracle@15,full_history,12,knowledge_update,,-0.0764,-0.2083,0.0,0.75,False,-2087.0833,-2296.5188,-1869.4896,0.1291,0.1162,0.1443,knowledge_update,False
response_c,llama,candidate_oracle@15,full_history,10,long_noisy_side_thread,,-0.025,-0.075,0.0,0.256,False,-4871.6,-5404.3175,-4362.1625,0.0626,0.0588,0.0668,long_noisy_side_thread,True
