key,scenario_id,family,model_key,method_label,context_tokens,context_precision,irrelevant_context_ratio,output_tokens,checklist_opus,leakage_opus,checklist_llama,leakage_llama
resume_014|full_history|-|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,full_history,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_014|sliding_window|1024|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,sliding_window@1024,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_013|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_013,resume,response_b,semantic_retrieval@1024,906,0.2857142857142857,0.7141280353200883,161,1.0,0.0,1.0,0.0
resume_014|rolling_summary|2048|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,rolling_summary@2048,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_013|oracle_dag|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_013,resume,response_b,oracle_dag,259,1.0,0.0,155,1.0,0.0,1.0,0.0
resume_014|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,semantic_retrieval@2048,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_014|sliding_window|2048|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,sliding_window@2048,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_014|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,semantic_retrieval@1024,894,0.2857142857142857,0.6991051454138703,101,1.0,0.0,1.0,0.0
resume_014|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,full_history,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,1.0
resume_014|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,sliding_window@1024,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,0.0
resume_014|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,rolling_summary@1024,894,0.2857142857142857,0.6991051454138703,95,1.0,0.0,1.0,1.0
resume_014|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,sliding_window@2048,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,0.0
resume_014|rolling_summary|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,rolling_summary@1024,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,0.0
resume_014|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,semantic_retrieval@1024,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,1.0
resume_014|oracle_dag|-|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,oracle_dag,269,1.0,0.0,123,1.0,0.0,1.0,0.0
resume_014|oracle_tree|-|us.anthropic.claude-sonnet-4-6,resume_014,resume,response_a,oracle_tree,269,1.0,0.0,123,1.0,0.0,1.0,0.0
resume_014|oracle_tree|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,oracle_tree,269,1.0,0.0,248,0.3333333333333333,0.0,0.3333333333333333,0.0
